id,start_time,end_time,cost,age,promoters,flyers,artists,pick,attending
310548.0,21:00,"9,New Years Eve:00",,,"[['967', 'fabric']]",['2011/12/uk-1231-310548-front.jpg'],"[['craigrichards', 'Craig Richards'], ['terryfrancis', 'Terry Francis'], ['lil-louis', ""Lil' Louis""], ['tobineumann', 'Tobi Neumann'], ['mayajanecoles', 'Maya Jane Coles'], ['adambeyer', 'Adam Beyer'], ['slam', 'Slam'], ['alanfitzpatrick', 'Alan Fitzpatrick'], ['themole', 'The Mole'], ['voigtmann', 'Voigtmann'], ['cristicons', 'Cristi Cons']]",False,151
302917.0,22:00,06:00,,,"[['967', 'fabric']]",[],"[['benga', 'Benga'], ['youngman', 'Youngman'], ['foamo', 'Foamo'], ['doorly', 'Doorly'], ['tayo', 'Tayo'], ['sinden', 'Sinden'], ['surkin', 'Surkin'], ['marcroberts', 'Marc Roberts']]",False,18
301076.0,23:00,08:00,,,"[['967', 'fabric']]",['2011/12/uk-1217-301076-front.jpg'],"[['terryfrancis', 'Terry Francis'], ['marcocarola', 'Marco Carola'], ['pierbucci', 'Pier Bucci'], ['surgeon', 'Surgeon'], ['jamesruskin', 'James Ruskin'], ['robertouk', 'Roberto'], ['franhartnett', 'Fran Hartnett'], ['jamespriestley', 'James Priestley'], ['keithworthy', 'Keith Worthy'], ['october', 'October']]",False,254
302916.0,22:00,06:00,,,"[['967', 'fabric']]",[],"[['andyc', 'Andy C'], ['chasestatus', 'Chase & Status'], ['subfocus', 'Sub Focus'], ['dcbreaks', 'DC Breaks'], ['id', 'ID'], ['shyfx', 'Shy FX'], ['cultureshock', 'Culture Shock'], ['doctorp', 'Doctor P'], ['toddlat', 'Toddla T'], ['2shy', '2SHY'], ['kasra', 'Kasra'], ['spectrasoul', 'SpectraSoul'], ['sabre', 'Sabre'], ['dubphizix', 'Dub Phizix'], ['antdc1', 'Ant TC1'], ['lxone', 'LX one']]",False,21
301074.0,23:00,10:00,,,"[['967', 'fabric']]",['2011/uk-1210-301074-front.jpg'],"[['terryfrancis', 'Terry Francis'], ['raresh', 'Raresh'], ['petreinspirescu', 'Petre Inspirescu'], ['rhadoo', 'Rhadoo'], ['craigrichards', 'Craig Richards'], ['falkobrocksieper', 'Falko Brocksieper'], ['philkieran', 'Phil Kieran'], ['tamasumo', 'Tama Sumo'], ['steffi', 'Steffi'], ['virginia', 'Virginia']]",False,161
302915.0,22:00,06:00,,,"[['967', 'fabric']]",[],"[['caspa', 'Caspa'], ['dynamitemc', 'Dynamite MC'], ['goldie', 'Goldie'], ['fabio', 'Fabio'], ['lenzman', 'Lenzman'], ['mikal', 'Mikal'], ['alixperez', 'Alix Perez'], ['jubei', 'Jubei'], ['mantmast', 'Mantmast'], ['frenchfries', 'French Fries'], ['oneman', 'Oneman'], ['jonrust', 'Jon Rust'], ['reecha', 'Reecha']]",False,17
307699.0,23:00,08:00,,,"[['967', 'fabric']]",['2011/uk-1203-307699-front.jpg'],"[['leo', 'Le Loup'], ['brandtbrauerfrick', 'Brandt Brauer Frick'], ['shaunreeves', 'Shaun Reeves'], ['craigrichards', 'Craig Richards'], ['terryfrancis', 'Terry Francis'], ['marceldettmann', 'Marcel Dettmann'], ['normannodge', 'Norman Nodge'], ['wincentkunth', 'Wincent Kunth'], ['lifeanddeath', 'Life and Death'], ['clockwork', 'Clockwork'], ['thugfucker', 'Thugfucker']]",False,98
302913.0,22:00,06:00,,,"[['967', 'fabric']]",[],"[['jackbeats', 'Jack Beats'], ['jackbeats', 'Jack Beats'], ['busyp', 'Busy P'], ['riton', 'Riton'], ['12thplanet', '12th Planet'], ['mickeymoonlight', 'Mickey Moonlight'], ['martelo', 'Martelo'], ['timsweeney', 'Tim Sweeney'], ['inflagranti', 'In Flagranti'], ['filthydukes', 'Filthy Dukes'], ['danielavery', 'Daniel Avery'], ['stopmakingme', 'Stopmakingme'], ['mickeypearce', 'Mickey Pearce'], ['scratchadva', 'Scratcha DVA'], ['redrackem', ""Red Rack'em""], ['gerryread', 'Gerry Read'], ['tomkerridge', 'Tom Kerridge']]",False,25
297884.0,23:00,08:00,,,"[['967', 'fabric']]",['2011/uk-1126-297884-front.jpg'],"[['tyrant', 'Tyrant'], ['craigrichards', 'Craig Richards'], ['leeburridge', 'Lee Burridge'], ['samrusso', 'Sam Russo'], ['willsaul', 'Will Saul'], ['joyorbison', 'Joy Orbison'], ['vakula', 'Vakula'], ['georgefitzgerald', 'George FitzGerald'], ['leejones', 'Lee Jones'], ['terryfrancis', 'Terry Francis'], ['scottgrooves', 'Scott Grooves'], ['janefitz', 'Jane Fitz']]",False,84
293326.0,22:00,06:00,,,"[['967', 'fabric']]",['2011/uk-1125-293326-front.jpg'],"[['djhype', 'DJ Hype'], ['jaydan', 'Jaydan'], ['potentialbadboy', 'Potential Badboy'], ['2shy', '2SHY'], ['ltjbukem', 'LTJ Bukem'], ['mcconrad', 'MC Conrad'], ['paulsg', 'Paul SG'], ['djq', 'DJ Q'], ['scrufizzer', 'Scrufizzer']]",False,10
